names,labels,name,label
00000163.jpg,5,train/Rook/00000163.jpg,5
00000164.jpg,5,train/Rook/00000164.jpg,5
00000165.jpg,5,train/Rook/00000165.jpg,5
00000168.jpg,5,train/Rook/00000168.jpg,5
00000171.jpg,5,train/Rook/00000171.jpg,5
00000180.jpg,5,train/Rook/00000180.jpg,5
00000184.jpg,5,train/Rook/00000184.jpg,5
00000185.jpg,5,train/Rook/00000185.jpg,5
00000189.jpg,5,train/Rook/00000189.jpg,5
00000195.jpg,5,train/Rook/00000195.jpg,5
00000197.jpg,5,train/Rook/00000197.jpg,5
